iter	Logloss
178	0.578973506
179	0.5785552392
180	0.5779695951
181	0.5773421067
182	0.5764964177
183	0.5759947557
184	0.5755401611
185	0.5750329825
186	0.5746687669
187	0.5741977398
188	0.5737990159
189	0.5732084421
190	0.5725857661
191	0.5721409724
192	0.571333313
193	0.5707838205
194	0.5702350323
195	0.5697552608
196	0.5690941444
197	0.5688502972
198	0.5683545626
199	0.568062885
200	0.5675379826
201	0.567007681
202	0.5665887686
203	0.5661123422
204	0.5657957811
205	0.5655272851
206	0.5653075585
207	0.5649765602
208	0.5645080566
209	0.5640541077
210	0.5634630643
211	0.5630292452
212	0.5623356159
213	0.5618822538
214	0.5613650982
215	0.5608437758
216	0.5602850107
217	0.5597440279
218	0.559315256
219	0.5588191106
220	0.5585598872
221	0.5581213144
222	0.5577747052
223	0.5575301537
224	0.5572658245
225	0.5572331942
226	0.5570098877
227	0.5566466111
228	0.5560594999
229	0.5558564406
230	0.5553648729
231	0.5549265935
232	0.5543515132
233	0.5535482553
234	0.5528586168
235	0.552380019
236	0.5520986117
237	0.5515988863
238	0.5510560256
239	0.5504281851
240	0.5499948355
241	0.5497542748
242	0.5492699256
243	0.5490156907
244	0.5485761789
245	0.5480519221
246	0.5474214994
247	0.546791194
248	0.5462921143
249	0.5457775409
250	0.545471837
251	0.5450451191
252	0.5444542518
253	0.5438558725
254	0.5435049204
255	0.543006134
256	0.5423495366
257	0.541851924
258	0.5415838388
259	0.5412007258
260	0.5408977802
261	0.5404774006
262	0.5397117028
263	0.5389891404
264	0.5388254019
265	0.5381456228
266	0.5375233577
267	0.5369669988
268	0.5366996178
269	0.5359811636
270	0.5355508071
271	0.5353579008
272	0.5349735553
273	0.5345659696
274	0.5342745267
275	0.5337344243
276	0.5333631075
277	0.5331123352
278	0.5325871394
279	0.5322784424
280	0.531924908
281	0.5311444209
282	0.5307283842
283	0.5302389292
284	0.5298956064
285	0.5293148334
286	0.5290438725
287	0.528577247
288	0.5280712421
289	0.5277013339
290	0.527207712
291	0.526799422
292	0.5262706463
293	0.5260620117
294	0.5257695125
295	0.525489455
296	0.5250007043
297	0.5245087844
298	0.524159945
299	0.5239384578
300	0.5236923805
301	0.523364786
302	0.5231040368
303	0.5227980394
304	0.5225943932
305	0.5222387461
306	0.5217181279
307	0.5213595464
308	0.5209478525
309	0.5204667311
310	0.520287323
311	0.5198977544
312	0.5197161748
313	0.5192203228
314	0.5190021221
315	0.5185756977
316	0.5183299725
317	0.5181639451
318	0.5178172185
319	0.5174702571
320	0.5170045706
321	0.5165276161
322	0.5159174992
323	0.5155838013
324	0.5151628934
325	0.5149681678
326	0.514456881
327	0.514182751
328	0.5138781621
329	0.5133591285
330	0.5129139827
331	0.512400231
332	0.5120817918
333	0.5119119497
334	0.5113573514
335	0.5110122681
336	0.5106914227
337	0.5105798575
338	0.5104704637
339	0.5100970928
340	0.5097498967
341	0.5095181979
342	0.5091078538
343	0.5085875291
344	0.5082769541
345	0.5079049917
346	0.5074365469
347	0.5070734464
348	0.506621845
349	0.5064714872
350	0.5062653762
351	0.5059785109
352	0.5052847055
353	0.5050500723
354	0.5047360934
355	0.5045613216
356	0.5039786706
357	0.5037279569
358	0.503260099
359	0.5030969473
360	0.5028386043
361	0.5023583045
362	0.5021208543
363	0.5014981783
364	0.5013192984
365	0.500831604
366	0.5004189124
367	0.4996715839
368	0.4994185228
369	0.4989370493
370	0.4987615732
371	0.4982967083
372	0.4978745681
373	0.4974494934
374	0.4970592792
375	0.4966775747
376	0.4961533767
377	0.4958684481
378	0.4956216665
379	0.4952932505
380	0.4948672955
381	0.4946953407
382	0.4941922701
383	0.493675408
384	0.4933760423
385	0.4929667546
386	0.4927349971
387	0.4921801054
388	0.491838954
389	0.4914638813
390	0.4911981436
391	0.4906161675
392	0.4901454339
393	0.4895346421
394	0.4891580435
395	0.4887793908
396	0.4885725755
397	0.4881969158
398	0.4876873603
399	0.4873336205
400	0.4872401017
401	0.4868000911
402	0.4865618192
403	0.4860845126
404	0.4857704163
405	0.4853115375
406	0.4851294884
407	0.4847712297
408	0.484378668
409	0.4840920668
410	0.4836501782
411	0.4832900708
412	0.4830356304
413	0.4825781015
414	0.4823065244
415	0.4819460649
416	0.481645232
417	0.4812599476
418	0.4810183892
419	0.4806289379
420	0.4801451463
421	0.4799343989
422	0.4794186225
423	0.4791069618
424	0.4788482079
425	0.478591156
426	0.4781915518
427	0.4776375404
428	0.4774081304
429	0.4770673312
430	0.4765882052
431	0.4763384599
432	0.4761042081
433	0.4759305514
434	0.4758348905
435	0.4754101093
436	0.4751514728
437	0.4747560354
438	0.4743108603
439	0.4741261409
440	0.4737409445
441	0.4733000535
442	0.4730783609
443	0.4727059584
444	0.4723984938
445	0.4719991831
446	0.471471317
447	0.4710036058
448	0.4707806514
449	0.4706501007
450	0.4701289837
451	0.4697374491
452	0.4696159363
453	0.4689006219
454	0.468608328
455	0.4682956109
456	0.4681015015
457	0.4678191552
458	0.4674896827
459	0.4671732976
460	0.4666235117
461	0.4662123753
462	0.4658866002
463	0.4656888522
464	0.4653296251
465	0.4645146297
466	0.4644054413
467	0.4640157846
468	0.4637890155
469	0.4635503916
470	0.4634292016
471	0.4631662222
472	0.4629656865
473	0.4626849541
474	0.4623712686
475	0.4622474084
476	0.4620788574
477	0.4616930742
478	0.461479187
479	0.4611083104
480	0.4605639531
481	0.4601968032
482	0.4599209125
483	0.4595826369
484	0.4593167819
485	0.4589359577
486	0.4586639991
487	0.4585347102
488	0.4582548875
489	0.4578197773
490	0.4576300401
491	0.4573588738
492	0.4568840027
493	0.4565389193
494	0.4563032297
495	0.4561196547
496	0.4557554979
497	0.4552746699
498	0.4548902071
499	0.4545734699
500	0.4541051131
501	0.4539296077
502	0.4536673619
503	0.4534703768
504	0.4531960707
505	0.4528641627
506	0.4524384132
507	0.4521943899
508	0.4517435807
509	0.4512433272
510	0.4507865906
511	0.4503829956
512	0.4501788213
513	0.4495805594
514	0.4492370605
515	0.4489629599
516	0.4488363706
517	0.4486292619
518	0.448099019
519	0.4477201315
520	0.4473952367
521	0.4471410898
522	0.4468923129
523	0.4464668861
524	0.4463329609
525	0.4461936364
526	0.4457411546
527	0.4455091036
528	0.4452780503
529	0.444818262
530	0.4445675483
531	0.4442546551
532	0.4440732516
533	0.4438219511
534	0.4434700012
535	0.4432354267
536	0.4430475969
537	0.4428452712
538	0.4427108765
539	0.4425209045
540	0.4422025534
541	0.4421101497
542	0.4419312697
543	0.4416868357
544	0.4411447378
545	0.4408282647
546	0.4403957074
547	0.4400961656
548	0.4397482358
549	0.4395527766
550	0.4392048176
551	0.4389440096
552	0.4386749268
553	0.4383105351
554	0.4380966773
555	0.4376419067
556	0.437280831
557	0.4370522132
558	0.4367906424
559	0.4365216182
560	0.436271374
561	0.4361268264
562	0.4357746711
563	0.4354184077
564	0.4350674556
565	0.4348538325
566	0.4345141191
567	0.4342027517
568	0.4338939373
569	0.4335661375
570	0.4332686791
571	0.432944019
572	0.4325346727
573	0.4321682563
574	0.4319438641
575	0.4318099976
576	0.4315481039
577	0.4313224206
578	0.4310508141
579	0.4307378329
580	0.430571248
581	0.4303909889
582	0.430074457
583	0.4297813122
584	0.4294889597
585	0.4292851962
586	0.4289612403
587	0.4286584121
588	0.428465271
589	0.428255404
590	0.4280747634
591	0.4277647459
592	0.4274851285
593	0.4272429246
594	0.4269190275
595	0.4265714792
596	0.4264371725
597	0.4261788001
598	0.4259228926
599	0.4253355173
600	0.4249774639
601	0.4248578585
602	0.4244027358
603	0.4240873484
604	0.4237679115
605	0.4234786694
606	0.4230221088
607	0.4227459541
608	0.4226381449
609	0.4224641066
610	0.4220132974
611	0.4216759021
612	0.4214194078
613	0.4211252653
614	0.420805623
615	0.4205411471
616	0.4202922528
617	0.4199721116
618	0.4195549892
619	0.4192541856
620	0.4189021771
621	0.4185621995
622	0.4183357532
623	0.4178635524
624	0.4176978478
625	0.417433636
626	0.4172715114
627	0.4171443939
628	0.416931974
629	0.4166726332
630	0.4163209182
631	0.4160793304
632	0.4159366608
633	0.4155945998
634	0.415485969
635	0.4152388939
636	0.4151141533
637	0.4149014986
638	0.4144279187
639	0.4142741277
640	0.4140409029
641	0.4139360575
642	0.4138457959
643	0.4136739291
644	0.413567411
645	0.4132283137
646	0.4129171518
647	0.4122459998
648	0.4120444078
649	0.4118811387
650	0.4114096128
651	0.4112632751
652	0.4110818716
653	0.4108336229
654	0.4105823223
655	0.4105046199
656	0.4103404705
657	0.4101135254
658	0.4097596095
659	0.4095860114
660	0.4094779968
661	0.4093257024
662	0.4091413645
663	0.4090338193
664	0.4087384444
665	0.4086232405
666	0.4083647508
667	0.4081594027
668	0.4076274872
669	0.4075092022
670	0.4071687552
671	0.4066491347
672	0.4065064063
673	0.406359159
674	0.4060408959
675	0.4058432359
676	0.405572275
677	0.4053192139
678	0.4050604013
679	0.4048939925
680	0.4045779888
681	0.4043066465
682	0.4039893517
683	0.4037256094
684	0.4035426213
685	0.4029906933
686	0.4026903006
687	0.4024740953
688	0.4019882496
689	0.4016862723
690	0.4014838879
691	0.4010621291
692	0.4008070726
693	0.4006524893
694	0.4002952282
695	0.4000972748
696	0.3997783367
697	0.399593412
698	0.3990979708
699	0.398851424
700	0.3986741579
701	0.3985115051
702	0.3982146043
703	0.398100985
704	0.3975676316
705	0.3973515731
706	0.3970289964
707	0.3967494671
708	0.3964741927
709	0.3960644355
710	0.3956345778
711	0.3955251547
712	0.3952836844
713	0.3949953519
714	0.3947799096
715	0.3944597391
716	0.3940515665
717	0.3938957801
718	0.3937778766
719	0.3937026978
720	0.3934467609
721	0.3931404407
722	0.3929530217
723	0.3927897233
724	0.3924627451
725	0.392043011
726	0.3917816749
727	0.3914082454
728	0.391153541
729	0.3908233349
730	0.3906053983
731	0.3905376728
732	0.3902435009
733	0.3898895264
734	0.3896366119
735	0.3893742488
736	0.3889903142
737	0.3887535682
738	0.3885846358
739	0.3882623526
740	0.3878395961
741	0.3876145583
742	0.3874287532
743	0.38705996
744	0.3868827233
745	0.3863649808
746	0.3861263569
747	0.3858296614
748	0.3855910668
749	0.3851575118
750	0.384973526
751	0.3848891038
752	0.3847342271
753	0.3844696632
754	0.3843390832
755	0.3841165689
756	0.3838813782
757	0.3836777027
758	0.3834925138
759	0.3833029233
760	0.3830737774
761	0.3825894869
762	0.3821958982
763	0.3817229051
764	0.3813774989
765	0.3810817425
766	0.3806927608
767	0.3803077698
768	0.3799663837
769	0.3797383822
770	0.3794214982
771	0.3791912959
772	0.3788862082
773	0.3787574768
774	0.3784800309
775	0.3781291375
776	0.377820998
777	0.3776049687
778	0.3773865333
779	0.3772343856
780	0.3770112845
781	0.3767381228
782	0.376497122
783	0.376292126
784	0.3760627453
785	0.3758830731
786	0.3757210071
787	0.3753734002
788	0.3750516745
789	0.3748979128
790	0.3746556209
791	0.3744645926
792	0.3742685758
793	0.3741435418
794	0.3739924211
795	0.3734400236
796	0.3730703501
797	0.3727768238
798	0.3726478577
799	0.3725253472
800	0.372305738
801	0.3719189277
802	0.3715827648
803	0.3711723915
804	0.3709002275
805	0.3706680298
806	0.3703939585
807	0.3700558002
808	0.3697897984
809	0.3695578648
810	0.3693149273
811	0.3692567092
812	0.3688779391
813	0.3686207111
814	0.3683822045
815	0.3680221558
816	0.3677791889
817	0.3675382174
818	0.3672373845
819	0.3670230279
820	0.3665226863
821	0.3662443895
822	0.3659573482
823	0.3657493298
824	0.3653939467
825	0.3648482689
826	0.3647047776
827	0.3643889207
828	0.3640480042
829	0.3638392522
830	0.3636344323
831	0.3632909041
832	0.3631465912
833	0.3628135681
834	0.3624980633
835	0.3622549204
836	0.3620609577
837	0.3616636423
838	0.3613370455
839	0.3609839219
840	0.360638369
841	0.3603540274
842	0.360076963
843	0.3597011273
844	0.3593719776
845	0.35911384
846	0.3587389432
847	0.3583444449
848	0.3580987197
849	0.3578410222
850	0.3575110802
851	0.3572740115
852	0.3569851509
853	0.3566753094
854	0.3565220466
855	0.356405581
856	0.3561088562
857	0.3558404189
858	0.3555924049
859	0.3551308265
860	0.3548596896
861	0.3545590621
862	0.3543001028
863	0.3541230422
864	0.3537492018
865	0.3534100753
866	0.353123122
867	0.3528422136
868	0.3526728117
869	0.3522586529
870	0.3521226736
871	0.3518725469
872	0.351624973
873	0.3512638092
874	0.3510686141
875	0.3508186634
876	0.350643334
877	0.3504062359
878	0.3500831604
879	0.3497414516
880	0.3493784391
881	0.3490754641
882	0.3488465529
883	0.3486116849
884	0.3483651675
885	0.3481457343
886	0.3479797363
887	0.3478304349
888	0.3476582454
889	0.3474362593
890	0.3470952548
891	0.346875939
892	0.3467215318
893	0.3463335477
894	0.3460154607
895	0.3457875472
896	0.3455348088
897	0.3452498803
898	0.3451127272
899	0.3447706076
900	0.344464258
901	0.3441973173
902	0.3440503634
903	0.3437454224
904	0.3434860816
905	0.3434099638
906	0.3430689885
907	0.3427751688
908	0.3427107004
909	0.3423697838
910	0.342075612
911	0.3418846717
912	0.3417617211
913	0.3413521106
914	0.341047375
915	0.3407291706
916	0.3404575641
917	0.3402538006
918	0.3400425838
919	0.3399045797
920	0.3395684462
921	0.3392673786
922	0.3390588614
923	0.3387077332
924	0.3384198702
925	0.3380959437
926	0.3379607567
927	0.3377936143
928	0.3376212487
929	0.3372806256
930	0.3370050284
931	0.3368316357
932	0.3365116413
933	0.3361346612
934	0.3358462407
935	0.3356494904
936	0.3354646536
937	0.3351124103
938	0.3348371946
939	0.3344833374
940	0.3343594478
941	0.3340189127
942	0.3338061993
943	0.3335092398
944	0.3333045373
945	0.3330645048
946	0.3327114986
947	0.3325793927
948	0.3323395362
949	0.3321673173
950	0.3318947132
951	0.3315836393
952	0.3313932272
953	0.331244542
954	0.3311898452
955	0.3311254942
956	0.3309788631
957	0.3306999793
958	0.3303338858
959	0.330011045
960	0.3298167889
961	0.3296589778
962	0.3293805929
963	0.3292681767
964	0.3290887099
965	0.3288953048
966	0.3286675673
967	0.3285308251
968	0.328300212
969	0.3280862075
970	0.3279125507
971	0.3274442819
972	0.3272526668
973	0.3270067362
974	0.3268531799
975	0.3265965388
976	0.3264730307
977	0.3261938242
978	0.3260407081
979	0.3259124462
980	0.3256444197
981	0.3252749516
982	0.3249869127
983	0.3248151046
984	0.3244655022
985	0.324300678
986	0.3240877005
987	0.3238957038
988	0.3235403208
989	0.3232187124
990	0.3230729323
991	0.3227354783
992	0.3224663955
993	0.3221949064
994	0.3218688965
995	0.3215872251
996	0.3213504498
997	0.3211861537
998	0.3209991455
999	0.3207152733
